1141,(21.370654,-157.735766)
1142,(21.369454,-157.737461)
1143,(21.362072,-157.736322)
1144,(21.355712,-157.730819)
1146,(21.349723,-157.727421)
1148,(21.348272,-157.724401)
1149,(21.347943,-157.721962)
1150,(21.347411,-157.718454)
1151,(21.346985,-157.715657)
1152,(21.346636,-157.713317)
1153,(21.344859,-157.709804)
1154,(21.342751,-157.707165)
1155,(21.340377,-157.704342)
1156,(21.338315,-157.702522)
1158,(21.335839,-157.700301)
1159,(21.333319,-157.69801)
1160,(21.332115,-157.696899)
1161,(21.331151,-157.695202)
1164,(21.327424,-157.694078)
1166,(21.326848,-157.696464)
